CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET,,,
"1930;Shaughnessy;""{""""coordinates"""": [-123.1491514778873", 49.256924238517314]," """"type"""": """"Point""""}"";__FIZYRY;69009576;011521252;W 16TH AV",1930
"3290;Shaughnessy;""{""""coordinates"""": [-123.1504396538392", 49.256543572805946]," """"type"""": """"Point""""}"";__FIZYSA;69109507;011521333;MAPLE ST",3290
"3228;Shaughnessy;""{""""coordinates"""": [-123.14803455490625", 49.25690355576459]," """"type"""": """"Point""""}"";__FIZYSC;69009704;011521082;CYPRESS ST",3228
"1810;Shaughnessy;""{""""coordinates"""": [-123.14636021061364", 49.25687746194048]," """"type"""": """"Point""""}"";__FIZYSK;69009794;008470154;W 16TH AV",1810
"1803;Shaughnessy;""{""""coordinates"""": [-123.1463226056176", 49.25648531802995]," """"type"""": """"Point""""}"";__FIZYSM;69109795;010284176;W 17TH AV",1803
"1819;Shaughnessy;""{""""coordinates"""": [-123.1466393844405", 49.256488964254864]," """"type"""": """"Point""""}"";__FIZYSO;69109775;009523758;W 17TH AV",1819
"1851;Shaughnessy;""{""""coordinates"""": [-123.1472681443005", 49.2565002900729]," """"type"""": """"Point""""}"";__FIZYSS;69109735;007823436;W 17TH AV",1851
"3290;Shaughnessy;""{""""coordinates"""": [-123.1480648450119", 49.256513394306204]," """"type"""": """"Point""""}"";__FIZYSW;69109705;011521139;CYPRESS ST",3290
"1890;Shaughnessy;""{""""coordinates"""": [-123.14796591085536", 49.2560212126838]," """"type"""": """"Point""""}"";__FIZYSY;09769106;011534761;W 17TH AV",1890
"3398;Shaughnessy;""{""""coordinates"""": [-123.14798993652057", 49.25546626676422]," """"type"""": """"Point""""}"";__FIZYT2;09769176;010449001;CYPRESS ST",3398
"3389;Shaughnessy;""{""""coordinates"""": [-123.14725949077271", 49.255679487292966]," """"type"""": """"Point""""}"";__FIZYTA;11869135;003669424;CEDAR CRESCENT",3389
"3490;Shaughnessy;""{""""coordinates"""": [-123.14714349830686", 49.254808178051405]," """"type"""": """"Point""""}"";__FIZYTS;11869194;004777841;CEDAR CRESCENT",3490
"2083;Shaughnessy;""{""""coordinates"""": [-123.15164961373434", 49.25372675648045]," """"type"""": """"Point""""}"";__FIZYVQ;69709155;028855361;W 20TH AV",2083
"3838;Shaughnessy;""{""""coordinates"""": [-123.15219402589094", 49.252032671481466]," """"type"""": """"Point""""}"";__FIZYW2;09169770;010611525;EAST BOULEVARD",3838
"3890;Shaughnessy;""{""""coordinates"""": [-123.15211726939339", 49.251872657535095]," """"type"""": """"Point""""}"";__FIZYW4;09169784;010611576;EAST BOULEVARD",3890
"3637;Shaughnessy;""{""""coordinates"""": [-123.15129097994274", 49.2531562997825]," """"type"""": """"Point""""}"";__FIZYWM;69709196;011542373;CEDAR CRESCENT",3637
"3550;Shaughnessy;""{""""coordinates"""": [-123.15052808007593", 49.25392890659048]," """"type"""": """"Point""""}"";__FIZYWQ;09569552;VAS1337;MAPLE ST",3550
"1999;Shaughnessy;""{""""coordinates"""": [-123.15043674986077", 49.25367976790105]," """"type"""": """"Point""""}"";__FIZYWS;69709505;011536811;CEDAR CRESCENT",1999
"1926;Shaughnessy;""{""""coordinates"""": [-123.14913627767743", 49.25351209184461]," """"type"""": """"Point""""}"";__FIZYWY;69709574;006709460;CEDAR CRESCENT",1926
"1974;Shaughnessy;""{""""coordinates"""": [-123.14994885419182", 49.25321104035712]," """"type"""": """"Point""""}"";__FIZYX0;69709534;005202132;CEDAR CRESCENT",1974
"3710;Shaughnessy;""{""""coordinates"""": [-123.15083868042355", 49.2525595182805]," """"type"""": """"Point""""}"";__FIZYX4;09569756;008963924;CEDAR CRESCENT",3710
"1927;Shaughnessy;""{""""coordinates"""": [-123.14948010107483", 49.25293055601263]," """"type"""": """"Point""""}"";__FIZYXC;69809567;009625739;HOSMER AV",1927
"3689;Shaughnessy;""{""""coordinates"""": [-123.148903885311", 49.25327762523707]," """"type"""": """"Point""""}"";__FIZYXI;09769555;009636455;CYPRESS ST",3689
"3839;Shaughnessy;""{""""coordinates"""": [-123.14907071210577", 49.25138435583608]," """"type"""": """"Point""""}"";__FIZYXW;70209597;007680261;CYPRESS ST",3839
"1950;Shaughnessy;""{""""coordinates"""": [-123.15007670856829", 49.25112173307666]," """"type"""": """"Point""""}"";__FIZYY8;70209544;011541920;MATTHEWS AV",1950
"1926;Shaughnessy;""{""""coordinates"""": [-123.14971636388321", 49.250968382204285]," """"type"""": """"Point""""}"";__FIZYYA;70209564;010302484;MATTHEWS AV",1926
"1902;Shaughnessy;""{""""coordinates"""": [-123.14916968614284", 49.250949749598234]," """"type"""": """"Point""""}"";__FIZYYC;09770207;011541890;MATTHEWS AV",1902
"1925;Shaughnessy;""{""""coordinates"""": [-123.14936901407836", 49.250298237520774]," """"type"""": """"Point""""}"";__FIZYYI;71009577;008202125;W KING EDWARD AV",1925
"1961;Shaughnessy;""{""""coordinates"""": [-123.15031634331399", 49.2507152869947]," """"type"""": """"Point""""}"";__FIZYYK;71009529;011541628;W KING EDWARD AV",1961
"1989;Shaughnessy;""{""""coordinates"""": [-123.15096172396537", 49.251059403511]," """"type"""": """"Point""""}"";__FIZYYM;71009505;016125045;W KING EDWARD AV",1989
"1875;Shaughnessy;""{""""coordinates"""": [-123.1481439173987", 49.250037621983964]," """"type"""": """"Point""""}"";__FIZYYS;71009757;011541512;W KING EDWARD AV",1875
"1864;Shaughnessy;""{""""coordinates"""": [-123.14775277939403", 49.25087872698712]," """"type"""": """"Point""""}"";__FIZYYY;70209796;008294836;MATTHEWS AV",1864
"1838;Shaughnessy;""{""""coordinates"""": [-123.14684073100352", 49.25104182188109]," """"type"""": """"Point""""}"";__FIZYZ4;70212004;011540907;MATTHEWS AV",1838
"3924;Shaughnessy;""{""""coordinates"""": [-123.14693334634147", 49.25072237353851]," """"type"""": """"Point""""}"";__FIZYZ6;12070240;011540931;PINE CRESCENT",3924
"3889;Shaughnessy;""{""""coordinates"""": [-123.14624569078822", 49.25097871052024]," """"type"""": """"Point""""}"";__FIZYZC;12170233;011541423;ANGUS DRIVE",3889
"3698;Shaughnessy;""{""""coordinates"""": [-123.14805025032965", 49.252731812611174]," """"type"""": """"Point""""}"";__FIZYZG;09769806;011537787;CYPRESS ST",3698
"3737;Shaughnessy;""{""""coordinates"""": [-123.1474150375694", 49.25234180030163]," """"type"""": """"Point""""}"";__FIZYZO;12069855;011537850;PINE CRESCENT",3737
"3637;Shaughnessy;""{""""coordinates"""": [-123.14722468560585", 49.253472293021574]," """"type"""": """"Point""""}"";__FIZYZY;12069597;011538066;PINE CRESCENT",3637
"1881;Shaughnessy;""{""""coordinates"""": [-123.1482087490509", 49.2532974090288]," """"type"""": """"Point""""}"";__FIZZ00;69809705;009711694;HOSMER AV",1881
"3590;Shaughnessy;""{""""coordinates"""": [-123.14798060453077", 49.25374206553065]," """"type"""": """"Point""""}"";__FIZZ02;09769542;011538040;CYPRESS ST",3590
"3638;Shaughnessy;""{""""coordinates"""": [-123.14650349495226", 49.25309855869248]," """"type"""": """"Point""""}"";__FIZZ04;12069806;007388268;PINE CRESCENT",3638
"3775;Shaughnessy;""{""""coordinates"""": [-123.14583631927383", 49.25193632914005]," """"type"""": """"Point""""}"";__FIZZ08;12169973;010589660;ANGUS DRIVE",3775
"3704;Shaughnessy;""{""""coordinates"""": [-123.14640887216923", 49.25247216122262]," """"type"""": """"Point""""}"";__FIZZ0G;12069834;008946302;PINE CRESCENT",3704
"1980;Shaughnessy;""{""""coordinates"""": [-123.15031110668721", 49.25308193791885]," """"type"""": """"Point""""}"";__FIZZ0M;69709514;011537434;CEDAR CRESCENT",1980
"1950;Shaughnessy;""{""""coordinates"""": [-123.14957965829565", 49.25335770032824]," """"type"""": """"Point""""}"";__FIZZ0O;69709554;011537451;CEDAR CRESCENT",1950
"1708;Shaughnessy;""{""""coordinates"""": [-123.14479690953", 49.25685607115313]," """"type"""": """"Point""""}"";__FIZZ20;69012096;011524057;W 16TH AV",1708
"1708;Shaughnessy;""{""""coordinates"""": [-123.14439629864124", 49.256848027069644]," """"type"""": """"Point""""}"";__FIZZ22;69012096;011524081;W 16TH AV",1708
"1751;Shaughnessy;""{""""coordinates"""": [-123.14484315448266", 49.25645707523303]," """"type"""": """"Point""""}"";__FIZZ26;69111857;011524146;CEDAR CRESCENT",1751
"1775;Shaughnessy;""{""""coordinates"""": [-123.14526301298014", 49.25646418505117]," """"type"""": """"Point""""}"";__FIZZ28;69111837;011524162;CEDAR CRESCENT",1775
"3637;Shaughnessy;""{""""coordinates"""": [-123.14531702835676", 49.2538309460254]," """"type"""": """"Point""""}"";__FIZZ3Q;69812105;VAS1478;ANGUS DRIVE",3637
"3989;Shaughnessy;""{""""coordinates"""": [-123.1448407007048", 49.250569416536095]," """"type"""": """"Point""""}"";__FIZZ3U;12270573;002508044;MARGUERITE ST",3989
"3689;Shaughnessy;""{""""coordinates"""": [-123.14556768619676", 49.25314112858591]," """"type"""": """"Point""""}"";__FIZZ3W;12169805;VAS1740;ANGUS DRIVE",3689
";Shaughnessy;""{""""coordinates"""": [-123.14442111591002", 49.25343232167929]," """"type"""": """"Point""""}"";__FIZZ4A;;;",
"3989;Shaughnessy;""{""""coordinates"""": [-123.14783206830845", 49.25051611785815]," """"type"""": """"Point""""}"";__FIZZB6;12070251;011541563;PINE CRESCENT",3989
"3996;Shaughnessy;""{""""coordinates"""": [-123.14833994957922", 49.25056673967452]," """"type"""": """"Point""""}"";__FIZZB8;09770250;011541474;CYPRESS ST",3996
"3338;Shaughnessy;""{""""coordinates"""": [-123.13820253675846", 49.25584328001577]," """"type"""": """"Point""""}"";__FJ068I;13069564;024903990;GRANVILLE ST",3338
"1726;Shaughnessy;""{""""coordinates"""": [-123.14470571466744", 49.238765126453245]," """"type"""": """"Point""""}"";__FJ18J0;73712176;010364951;W 36TH AV",1726
"5237;Shaughnessy;""{""""coordinates"""": [-123.14449689146512", 49.23876179873068]," """"type"""": """"Point""""}"";__FJ18J2;73712196;012794775;MARGUERITE ST",5237
"1725;Shaughnessy;""{""""coordinates"""": [-123.14471074827401", 49.23838147285997]," """"type"""": """"Point""""}"";__FJ18J6;73912089;007998554;W 37TH AV",1725
"1747;Shaughnessy;""{""""coordinates"""": [-123.14513801763847", 49.23838677477279]," """"type"""": """"Point""""}"";__FJ18JA;73912067;004197038;W 37TH AV",1747
"1781;Shaughnessy;""{""""coordinates"""": [-123.14555773671123", 49.23839388366824]," """"type"""": """"Point""""}"";__FJ18JE;73912027;012794805;W 37TH AV",1781
"1788;Shaughnessy;""{""""coordinates"""": [-123.14531902902715", 49.23966657078446]," """"type"""": """"Point""""}"";__FJ18JI;73512104;011774207;W 35TH AV",1788
"5190;Shaughnessy;""{""""coordinates"""": [-123.14533767610112", 49.239284249384305]," """"type"""": """"Point""""}"";__FJ18K0;73712105;005248035;ANGUS DRIVE",5190
"5190;Shaughnessy;""{""""coordinates"""": [-123.14675000590486", 49.239305383848425]," """"type"""": """"Point""""}"";__FJ18KK;73712007;012794732;PINE CRESCENT",5190
"1812;Shaughnessy;""{""""coordinates"""": [-123.1467635938265", 49.23879578587537]," """"type"""": """"Point""""}"";__FJ18KM;73712004;005129125;W 36TH AV",1812
"1808;Shaughnessy;""{""""coordinates"""": [-123.14656451168855", 49.238792890281786]," """"type"""": """"Point""""}"";__FJ18KO;73712034;007730608;W 36TH AV",1808
"5225;Shaughnessy;""{""""coordinates"""": [-123.14721572376608", 49.238802838573136]," """"type"""": """"Point""""}"";__FJ18KY;73709796;013947109;PINE CRESCENT",5225
"1840;Shaughnessy;""{""""coordinates"""": [-123.14776182099992", 49.238810228109074]," """"type"""": """"Point""""}"";__FJ18L6;73709766;013947231;W 36TH AV",1840
"1897;Shaughnessy;""{""""coordinates"""": [-123.14846474354952", 49.23843556538501]," """"type"""": """"Point""""}"";__FJ18LC;73909707;007581033;W 37TH AV",1897
"1859;Shaughnessy;""{""""coordinates"""": [-123.1480525931388", 49.23842845735152]," """"type"""": """"Point""""}"";__FJ18LI;73909747;013947494;W 37TH AV",1859
"1839;Shaughnessy;""{""""coordinates"""": [-123.14777013498693", 49.23842432137021]," """"type"""": """"Point""""}"";__FJ18LK;73909767;013947605;W 37TH AV",1839
"5252;Shaughnessy;""{""""coordinates"""": [-123.14858612014284", 49.23882175520486]," """"type"""": """"Point""""}"";__FJ18LU;73709702;013947435;CYPRESS ST",5252
"1884;Shaughnessy;""{""""coordinates"""": [-123.148450115661", 49.23882148928368]," """"type"""": """"Point""""}"";__FJ18LW;73709712;013947427;W 36TH AV",1884
"5138;Shaughnessy;""{""""coordinates"""": [-123.148550921366", 49.239718635514684]," """"type"""": """"Point""""}"";__FJ18M4;73509706;011468289;CYPRESS ST",5138
"1890;Shaughnessy;""{""""coordinates"""": [-123.14842108703384", 49.23971520429323]," """"type"""": """"Point""""}"";__FJ18M6;73509716;005208033;W 35TH AV",1890
"1876;Shaughnessy;""{""""coordinates"""": [-123.14798283061494", 49.23971037835689]," """"type"""": """"Point""""}"";__FJ18MC;73509740;003358801;W 35TH AV",1876
"1864;Shaughnessy;""{""""coordinates"""": [-123.14771780831579", 49.23970487062359]," """"type"""": """"Point""""}"";__FJ18ME;73509762;007672641;W 35TH AV",1864
"5161;Shaughnessy;""{""""coordinates"""": [-123.1473115903367", 49.239391005484755]," """"type"""": """"Point""""}"";__FJ18MO;12073563;011262095;PINE CRESCENT",5161
"5187;Shaughnessy;""{""""coordinates"""": [-123.1473145512493", 49.23923178585349]," """"type"""": """"Point""""}"";__FJ18MQ;12073593;011262087;PINE CRESCENT",5187
"1877;Shaughnessy;""{""""coordinates"""": [-123.14815833241208", 49.23932424837413]," """"type"""": """"Point""""}"";__FJ18MY;73709735;013947079;W 36TH AV",1877
"1885;Shaughnessy;""{""""coordinates"""": [-123.1482964057086", 49.23932676979038]," """"type"""": """"Point""""}"";__FJ18N0;73709727;013947061;W 36TH AV",1885
"1867;Shaughnessy;""{""""coordinates"""": [-123.14813056568092", 49.24020995584459]," """"type"""": """"Point""""}"";__FJ18NI;73509735;026373963;W 35TH AV",1867
"1879;Shaughnessy;""{""""coordinates"""": [-123.14825430834787", 49.240211065441855]," """"type"""": """"Point""""}"";__FJ18NK;73509727;026373955;W 35TH AV",1879
"1887;Shaughnessy;""{""""coordinates"""": [-123.148388672145", 49.24021269198411]," """"type"""": """"Point""""}"";__FJ18NM;73509715;013946609;W 35TH AV",1887
"5075;Shaughnessy;""{""""coordinates"""": [-123.1445862477323", 49.24022746220725]," """"type"""": """"Point""""}"";__FJ18O0;12273087;011327871;MARGUERITE ST",5075
"5092;Shaughnessy;""{""""coordinates"""": [-123.14655663291833", 49.24010441611326]," """"type"""": """"Point""""}"";__FJ18O6;12073396;010985671;PINE CRESCENT",5092
"1972;Shaughnessy;""{""""coordinates"""": [-123.1507911353361", 49.2397458312684]," """"type"""": """"Point""""}"";__FJ18OG;73509230;013379526;W 35TH AV",1972
"1938;Shaughnessy;""{""""coordinates"""": [-123.14995377473477", 49.2397361359063]," """"type"""": """"Point""""}"";__FJ18OO;73509262;008191956;W 35TH AV",1938
"1920;Shaughnessy;""{""""coordinates"""": [-123.1493429448486", 49.23972794989985]," """"type"""": """"Point""""}"";__FJ18OU;73509286;013281224;W 35TH AV",1920
"1927;Shaughnessy;""{""""coordinates"""": [-123.14955952985912", 49.2393476025843]," """"type"""": """"Point""""}"";__FJ18P2;73709279;013281283;W 36TH AV",1927
"1941;Shaughnessy;""{""""coordinates"""": [-123.14998337360386", 49.23935290000855]," """"type"""": """"Point""""}"";__FJ18P6;73709263;013281305;W 36TH AV",1941
"1963;Shaughnessy;""{""""coordinates"""": [-123.15061273133792", 49.239361067469474]," """"type"""": """"Point""""}"";__FJ18PC;73709239;013281348;W 36TH AV",1963
"5212;Shaughnessy;""{""""coordinates"""": [-123.15165101575772", 49.23886359433606]," """"type"""": """"Point""""}"";__FJ18PK;73709206;005713617;MAPLE ST",5212
"1986;Shaughnessy;""{""""coordinates"""": [-123.15123968152342", 49.23885515630893]," """"type"""": """"Point""""}"";__FJ18PO;73709226;013278525;W 36TH AV",1986
"1972;Shaughnessy;""{""""coordinates"""": [-123.15083097123005", 49.23885119302446]," """"type"""": """"Point""""}"";__FJ18PQ;73709238;013278550;W 36TH AV",1972
"1964;Shaughnessy;""{""""coordinates"""": [-123.15061665219902", 49.23884788353907]," """"type"""": """"Point""""}"";__FJ18PS;73709244;013278568;W 36TH AV",1964
"1928;Shaughnessy;""{""""coordinates"""": [-123.1495789962493", 49.23883349904047]," """"type"""": """"Point""""}"";__FJ18Q2;73709274;010381244;W 36TH AV",1928
"1903;Shaughnessy;""{""""coordinates"""": [-123.14902925880675", 49.23844742288159]," """"type"""": """"Point""""}"";__FJ18Q4;73909395;013278584;W 37TH AV",1903
"1911;Shaughnessy;""{""""coordinates"""": [-123.14919617321972", 49.23844810696343]," """"type"""": """"Point""""}"";__FJ18Q6;73909387;011643790;W 37TH AV",1911
"1927;Shaughnessy;""{""""coordinates"""": [-123.14959458228307", 49.23845387942462]," """"type"""": """"Point""""}"";__FJ18QA;73909359;013278657;W 37TH AV",1927
"1957;Shaughnessy;""{""""coordinates"""": [-123.150436869407", 49.23846447049476]," """"type"""": """"Point""""}"";__FJ18QG;73909285;006128891;W 37TH AV",1957
"5190;Shaughnessy;""{""""coordinates"""": [-123.1515378097607", 49.23930587725225]," """"type"""": """"Point""""}"";__FJ18R0;09273594;007367350;MAPLE ST",5190
"5112;Shaughnessy;""{""""coordinates"""": [-123.15157915689649", 49.23983879133006]," """"type"""": """"Point""""}"";__FJ18R2;09273504;017747821;MAPLE ST",5112
"1997;Shaughnessy;""{""""coordinates"""": [-123.15145393643071", 49.2401717886306]," """"type"""": """"Point""""}"";__FJ18RE;09273498;003563341;W 35TH AV",1997
"1957;Shaughnessy;""{""""coordinates"""": [-123.15025131611986", 49.24022194231508]," """"type"""": """"Point""""}"";__FJ18RI;73509253;007273762;W 35TH AV",1957
"1945;Shaughnessy;""{""""coordinates"""": [-123.1499895320747", 49.24020251094208]," """"type"""": """"Point""""}"";__FJ18RK;73509261;013281496;W 35TH AV",1945
"1919;Shaughnessy;""{""""coordinates"""": [-123.14942675537672", 49.24018165164605]," """"type"""": """"Point""""}"";__FJ18RO;73509277;013281500;W 35TH AV",1919
"1915;Shaughnessy;""{""""coordinates"""": [-123.14921587332366", 49.24018103368873]," """"type"""": """"Point""""}"";__FJ18RQ;73509285;013281518;W 35TH AV",1915
"5012;Shaughnessy;""{""""coordinates"""": [-123.15147124982154", 49.24035257035292]," """"type"""": """"Point""""}"";__FJ18RU;09273406;013281461;MAPLE ST",5012
"5476;Shaughnessy;""{""""coordinates"""": [-123.14706882917002", 49.236323935100266]," """"type"""": """"Point""""}"";__FJ18RW;12074264;011029498;ANGUS DRIVE",5476
"1741;Shaughnessy;""{""""coordinates"""": [-123.14547997535125", 49.23603902536491]," """"type"""": """"Point""""}"";__FJ18S4;74712077;004970047;W 40TH AV",1741
"5525;Shaughnessy;""{""""coordinates"""": [-123.14808523766577", 49.23609549759643]," """"type"""": """"Point""""}"";__FJ18SI;12074305;011121530;ANGUS DRIVE",5525
"5515;Shaughnessy;""{""""coordinates"""": [-123.1509626621731", 49.23616054199952]," """"type"""": """"Point""""}"";__FJ18SQ;09374305;011120819;LABURNUM ST",5515
"5312;Shaughnessy;""{""""coordinates"""": [-123.15014393947233", 49.23795167267996]," """"type"""": """"Point""""}"";__FJ18SS;73909306;011123427;LABURNUM ST",5312
"1928;Shaughnessy;""{""""coordinates"""": [-123.1497731521018", 49.23794766535673]," """"type"""": """"Point""""}"";__FJ18SU;73909350;011123435;W 37TH AV",1928
"5387;Shaughnessy;""{""""coordinates"""": [-123.1495214518299", 49.23717799809174]," """"type"""": """"Point""""}"";__FJ18T2;09773949;005251460;CYPRESS ST",5387
"5483;Shaughnessy;""{""""coordinates"""": [-123.14954555484871", 49.23652536150105]," """"type"""": """"Point""""}"";__FJ18T8;09773997;011123532;CYPRESS ST",5483
"5450;Shaughnessy;""{""""coordinates"""": [-123.15012693871833", 49.23675262804055]," """"type"""": """"Point""""}"";__FJ18TC;09373976;011123591;LABURNUM ST",5450
"5416;Shaughnessy;""{""""coordinates"""": [-123.15012785140853", 49.23696311570651]," """"type"""": """"Point""""}"";__FJ18TE;09373960;011123621;LABURNUM ST",5416
"5338;Shaughnessy;""{""""coordinates"""": [-123.15010442081494", 49.2376130529231]," """"type"""": """"Point""""}"";__FJ18TK;09373916;011123664;LABURNUM ST",5338
"1868;Shaughnessy;""{""""coordinates"""": [-123.14811494179634", 49.23792554307321]," """"type"""": """"Point""""}"";__FJ18TQ;73909754;004505361;W 37TH AV",1868
"1842;Shaughnessy;""{""""coordinates"""": [-123.147781785947", 49.237918323772725]," """"type"""": """"Point""""}"";__FJ18TS;73909774;011123303;W 37TH AV",1842
"5341;Shaughnessy;""{""""coordinates"""": [-123.1474252846015", 49.23791384087559]," """"type"""": """"Point""""}"";__FJ18TU;73909794;003904857;ANGUS DRIVE",5341
"5475;Shaughnessy;""{""""coordinates"""": [-123.14807132363732", 49.23653718224627]," """"type"""": """"Point""""}"";__FJ18U2;12074297;002863294;ANGUS DRIVE",5475
"5468;Shaughnessy;""{""""coordinates"""": [-123.14872249272129", 49.23673017543792]," """"type"""": """"Point""""}"";__FJ18U6;09773986;011123362;CYPRESS ST",5468
"5416;Shaughnessy;""{""""coordinates"""": [-123.14871424731808", 49.23694877062829]," """"type"""": """"Point""""}"";__FJ18U8;09773966;007200374;CYPRESS ST",5416
"5376;Shaughnessy;""{""""coordinates"""": [-123.14704158923583", 49.23713399204709]," """"type"""": """"Point""""}"";__FJ18UE;12073996;011125047;ANGUS DRIVE",5376
"5358;Shaughnessy;""{""""coordinates"""": [-123.14694626958003", 49.23736664052648]," """"type"""": """"Point""""}"";__FJ18UG;12073976;011125071;ANGUS DRIVE",5358
"5342;Shaughnessy;""{""""coordinates"""": [-123.14672974670627", 49.237544589896416]," """"type"""": """"Point""""}"";__FJ18UI;12073956;003613828;ANGUS DRIVE",5342
"1750;Shaughnessy;""{""""coordinates"""": [-123.14543644780044", 49.23779990030267]," """"type"""": """"Point""""}"";__FJ18UQ;73912048;011125136;W 37TH AV",1750
"5309;Shaughnessy;""{""""coordinates"""": [-123.14456436546841", 49.23779022758139]," """"type"""": """"Point""""}"";__FJ18UW;73912096;011125217;MARGUERITE ST",5309
"1721;Shaughnessy;""{""""coordinates"""": [-123.14514823157893", 49.23724526493176]," """"type"""": """"Point""""}"";__FJ18V0;74212079;011125250;W 38TH AV",1721
"1749;Shaughnessy;""{""""coordinates"""": [-123.1457334585728", 49.237251265594544]," """"type"""": """"Point""""}"";__FJ18V2;74212047;011125268;W 38TH AV",1749
"1777;Shaughnessy;""{""""coordinates"""": [-123.14630702098675", 49.23726132592818]," """"type"""": """"Point""""}"";__FJ18V6;74212015;011125276;W 38TH AV",1777
"1691;Shaughnessy;""{""""coordinates"""": [-123.14439907901061", 49.23476579026014]," """"type"""": """"Point""""}"";__FJ194Q;75012207;011144670;W 41ST AV",1691
"1757;Shaughnessy;""{""""coordinates"""": [-123.14610539555552", 49.23479194389527]," """"type"""": """"Point""""}"";__FJ1952;75012135;011144742;W 41ST AV",1757
"1707;Shaughnessy;""{""""coordinates"""": [-123.14502496378549", 49.23477624130399]," """"type"""": """"Point""""}"";__FJ1956;75012195;011144785;W 41ST AV",1707
"1758;Shaughnessy;""{""""coordinates"""": [-123.14609529632376", 49.23536855236112]," """"type"""": """"Point""""}"";__FJ195E;74712036;011124181;W 40TH AV",1758
"1776;Shaughnessy;""{""""coordinates"""": [-123.14643667547544", 49.23537530734141]," """"type"""": """"Point""""}"";__FJ195G;74712016;011124199;W 40TH AV",1776
"5612;Shaughnessy;""{""""coordinates"""": [-123.14875525766153", 49.23548653977732]," """"type"""": """"Point""""}"";__FJ195M;09774352;011121378;CYPRESS ST",5612
"5689;Shaughnessy;""{""""coordinates"""": [-123.1481216006644", 49.2346809385643]," """"type"""": """"Point""""}"";__FJ195W;12074797;011144505;ANGUS DRIVE",5689
"5629;Shaughnessy;""{""""coordinates"""": [-123.14810649339937", 49.235403276734]," """"type"""": """"Point""""}"";__FJ1962;12074737;002788195;ANGUS DRIVE",5629
"5583;Shaughnessy;""{""""coordinates"""": [-123.14809483545915", 49.23586429833832]," """"type"""": """"Point""""}"";__FJ1966;12074375;004568478;ANGUS DRIVE",5583
"5612;Shaughnessy;""{""""coordinates"""": [-123.15016748736232", 49.23550988138239]," """"type"""": """"Point""""}"";__FJ196C;09374348;004493877;LABURNUM ST",5612
"5661;Shaughnessy;""{""""coordinates"""": [-123.14960133798019", 49.23508693953423]," """"type"""": """"Point""""}"";__FJ196O;09774381;004685130;CYPRESS ST",5661
"5637;Shaughnessy;""{""""coordinates"""": [-123.14959288976753", 49.235291592472414]," """"type"""": """"Point""""}"";__FJ196Q;09774365;004261615;CYPRESS ST",5637
"5583;Shaughnessy;""{""""coordinates"""": [-123.1495820537954", 49.235701790003155]," """"type"""": """"Point""""}"";__FJ196U;09774333;011121181;CYPRESS ST",5583
"5638;Shaughnessy;""{""""coordinates"""": [-123.15160380312021", 49.23532807336741]," """"type"""": """"Point""""}"";__FJ1974;09274362;011120665;MAPLE ST",5638
"5688;Shaughnessy;""{""""coordinates"""": [-123.15176145984245", 49.234780954980366]," """"type"""": """"Point""""}"";__FJ1978;75009207;011144351;MAPLE ST",5688
"1977;Shaughnessy;""{""""coordinates"""": [-123.15146748348235", 49.23477684317411]," """"type"""": """"Point""""}"";__FJ197A;75009237;011144378;W 41ST AV",1977
"1963;Shaughnessy;""{""""coordinates"""": [-123.15116801668685", 49.234774096087726]," """"type"""": """"Point""""}"";__FJ197C;75009267;011144394;W 41ST AV",1963
"5583;Shaughnessy;""{""""coordinates"""": [-123.1509805929484", 49.235738191506044]," """"type"""": """"Point""""}"";__FJ197K;09374331;011120771;LABURNUM ST",5583
"5549;Shaughnessy;""{""""coordinates"""": [-123.15097299924588", 49.23594644150767]," """"type"""": """"Point""""}"";__FJ197M;09374315;011120797;LABURNUM ST",5549
"5300;Shaughnessy;""{""""coordinates"""": [-123.15194925711528", 49.237312421645015]," """"type"""": """"Point""""}"";__FJ197W;73909294;015979067;MAPLE ST",5300
"2078;Shaughnessy;""{""""coordinates"""": [-123.15378748671922", 49.239789061461465]," """"type"""": """"Point""""}"";__FJ197Y;73509126;003310787;W 35TH AV",2078
"2060;Shaughnessy;""{""""coordinates"""": [-123.15336640975656", 49.239782425033034]," """"type"""": """"Point""""}"";__FJ1980;73509136;013280775;W 35TH AV",2060
"2028;Shaughnessy;""{""""coordinates"""": [-123.15274473398277", 49.239772472361736]," """"type"""": """"Point""""}"";__FJ1986;73509164;013280805;W 35TH AV",2028
"2011;Shaughnessy;""{""""coordinates"""": [-123.15234776898652", 49.239391148343465]," """"type"""": """"Point""""}"";__FJ198A;73709187;013280996;W 36TH AV",2011
"2049;Shaughnessy;""{""""coordinates"""": [-123.15360825989619", 49.23940789248214]," """"type"""": """"Point""""}"";__FJ198G;73709139;011312939;W 36TH AV",2049
"2012;Shaughnessy;""{""""coordinates"""": [-123.15235867530785", 49.23887704661845]," """"type"""": """"Point""""}"";__FJ198I;73709188;007381549;W 36TH AV",2012
"2058;Shaughnessy;""{""""coordinates"""": [-123.1536116030042", 49.23889560873676]," """"type"""": """"Point""""}"";__FJ198K;73709140;013279025;W 36TH AV",2058
"2019;Shaughnessy;""{""""coordinates"""": [-123.15259090267469", 49.238499389488524]," """"type"""": """"Point""""}"";__FJ198W;73909179;011939974;W 37TH AV",2019
